filename,roughness_score
00182.png,75.24
21366.png,83.7
55464.png,55.62
23295.png,71.47
48292.png,46.65
25820.png,65.68
39838.png,89.91
28827.png,79.81
54960.png,27.41
18070.png,61.15
50457.png,28.59
69987.png,58.44
52746.png,23.94
35566.png,92.41
29101.png,38.95
38299.png,67.54
68528.png,80.8
19723.png,83.99
25696.png,43.72
64298.png,28.01
00176.png,75.77
11295.png,58.06
16062.png,39.05
09255.png,25.89
15754.png,58.56
69672.png,67.77
06675.png,81.19
39259.png,65.85
05750.png,74.44
60476.png,72.49
14112.png,88.53
06711.png,69.87
47253.png,62.94
31589.png,43.26
49592.png,89.31
03504.png,73.81
60890.png,42.42
65508.png,24.2
41610.png,74.89
37696.png,88.44
43573.png,62.75
25402.png,15.08
07052.png,18.59
67207.png,71.85
52197.png,34.23
52444.png,66.52
20511.png,87.85
02748.png,75.89
27084.png,70.62
60271.png,81.31
69158.png,32.41
41992.png,45.2
14215.png,88.48
53552.png,78.44
42559.png,43.75
22416.png,80.62
32567.png,66.71
32425.png,20.51
02044.png,81.02
37518.png,35.64
65298.png,53.7
37741.png,14.83
48103.png,81.57
61601.png,84.54
23779.png,67.01
39844.png,91.7
53732.png,91.45
46805.png,53.18
40388.png,39.59
65505.png,78.65
65224.png,80.5
56613.png,82.77
27749.png,81.57
35978.png,79.92
24519.png,28.67
48780.png,88.57
21467.png,75.67
01229.png,77.45
66363.png,78.13
14120.png,48.65
46792.png,89.34
39742.png,85.7
64285.png,51.35
61717.png,63.81
55887.png,79.5
59444.png,72.46
44706.png,76.6
02242.png,29.46
69634.png,60.0
03111.png,87.97
50495.png,93.47
46444.png,96.81
51845.png,77.34
13943.png,93.25
55212.png,72.83
07507.png,67.97
21579.png,9.01
67301.png,69.64
42887.png,86.63
59725.png,20.73
34011.png,48.75
13616.png,70.39
11359.png,66.19
30249.png,73.61
67443.png,37.28
52393.png,70.62
15905.png,60.56
23111.png,88.2
50568.png,59.54
55908.png,82.15
37921.png,41.42
59710.png,24.88
66454.png,60.36
68169.png,66.04
39876.png,88.82
10270.png,80.97
08773.png,23.74
40743.png,27.49
11790.png,70.3
69714.png,52.15
30006.png,57.86
59285.png,68.5
37285.png,73.33
16414.png,49.47
05391.png,5.93
19221.png,24.75
58260.png,45.54
49842.png,57.98
18243.png,72.26
61450.png,71.74
06103.png,65.72
59140.png,64.36
35167.png,29.76
62634.png,91.36
64931.png,84.3
18862.png,72.34
14167.png,83.44
47812.png,82.8
17792.png,4.85
49984.png,66.86
09707.png,76.07
07292.png,52.76
56295.png,65.98
10477.png,65.22
17426.png,68.43
50233.png,76.1
34171.png,4.02
27337.png,81.21
26462.png,67.21
44192.png,64.59
33664.png,77.35
63161.png,89.02
29424.png,78.94
44157.png,52.36
40355.png,92.69
51769.png,38.68
17655.png,69.66
63094.png,57.31
48049.png,32.14
62437.png,59.82
55013.png,54.32
02419.png,71.11
35693.png,85.61
51564.png,16.89
18745.png,42.77
06137.png,77.35
37377.png,84.51
16213.png,29.61
20454.png,65.83
03375.png,77.61
65381.png,73.6
52643.png,84.73
37142.png,60.24
01898.png,40.83
59521.png,56.69
51315.png,72.17
02612.png,21.91
23796.png,72.78
49956.png,72.84
47300.png,59.66
08423.png,76.67
25521.png,56.52
21840.png,27.03
26342.png,32.24
67261.png,66.94
56691.png,77.79
68768.png,77.05
29723.png,70.55
41227.png,41.04
50536.png,32.3
53478.png,43.77
04561.png,71.35
47011.png,19.66
54905.png,77.71
55151.png,9.12
55856.png,84.45
43973.png,73.57
60401.png,77.2
59326.png,87.55
43574.png,35.49
30362.png,90.46
43968.png,10.17
36798.png,7.99
62222.png,29.3
43746.png,60.05
53777.png,6.38
20486.png,45.5
26931.png,78.72
68351.png,40.52
41556.png,47.37
12612.png,79.5
24011.png,80.46
20840.png,79.83
03912.png,20.45
13105.png,80.9
63597.png,87.5
00232.png,2.33
44231.png,42.26
67070.png,74.37
00509.png,85.26
04930.png,57.58
45984.png,42.62
20218.png,58.77
66875.png,80.56
14201.png,60.59
25178.png,90.4
66162.png,69.95
38944.png,40.78
06526.png,84.18
22797.png,56.46
04332.png,76.75
34216.png,59.11
09422.png,77.11
44850.png,57.77
33005.png,42.54
53667.png,30.14
27869.png,75.58
29235.png,53.89
44845.png,74.42
64419.png,65.28
11812.png,89.0
57965.png,59.91
39274.png,46.25
61503.png,25.11
66971.png,73.16
35562.png,46.59
38131.png,78.26
33441.png,75.37
60992.png,10.07
25964.png,59.73
00902.png,37.99
33179.png,54.16
30812.png,89.74
17809.png,17.96
24885.png,91.28
33266.png,32.91
52588.png,54.67
03796.png,72.53
29806.png,80.46
36104.png,28.34
52712.png,64.33
34793.png,32.82
11710.png,64.17
05502.png,24.26
31300.png,10.02
69289.png,74.88
15459.png,66.73
08220.png,79.72
05286.png,21.71
35312.png,68.49
22892.png,56.96
61478.png,58.18
07542.png,74.14
67127.png,78.55
63488.png,83.54
27041.png,76.93
21897.png,54.29
63714.png,51.58
68589.png,18.17
22343.png,17.51
17642.png,37.91
06161.png,67.12
49001.png,22.44
56093.png,68.34
25574.png,49.77
25546.png,81.23
35534.png,73.96
36704.png,77.46
39260.png,47.96
63551.png,87.16
08319.png,34.4
20296.png,63.31
56630.png,15.53
55069.png,27.42
05157.png,25.95
57815.png,89.71
30069.png,82.01
25788.png,71.71
25926.png,70.39
35799.png,91.25
11566.png,25.19
44602.png,58.54
65767.png,92.22
08996.png,87.3
53421.png,83.85
08590.png,63.87
17875.png,67.3
49599.png,88.31
45336.png,71.74
21777.png,31.69
06400.png,82.69
30330.png,73.28
22292.png,63.24
46642.png,88.67
44419.png,43.59
13675.png,78.79
41507.png,57.78
14885.png,71.65
25104.png,82.72
18891.png,81.93
33523.png,62.94
20579.png,53.82
36421.png,91.26
05687.png,56.3
29429.png,66.37
12650.png,6.32
62060.png,62.98
25370.png,77.8
05732.png,9.97
66482.png,63.18
49658.png,79.79
26234.png,67.16
00416.png,11.6
41035.png,41.23
67529.png,73.06
37079.png,85.26
42126.png,24.8
32161.png,50.02
26085.png,90.8
68069.png,77.93
22506.png,76.4
55359.png,30.7
29840.png,3.6
67495.png,32.98
01008.png,66.63
35000.png,65.57
68129.png,86.27
20054.png,31.21
14836.png,66.23
20996.png,42.88
67825.png,54.57
21124.png,7.69
40413.png,38.93
38556.png,65.8
10061.png,69.11
48033.png,77.63
16669.png,40.27
00332.png,50.48
34600.png,51.53
51634.png,61.68
66059.png,77.64
20279.png,83.76
59097.png,6.57
10320.png,69.84
55923.png,46.04
44916.png,58.67
29114.png,54.43
51497.png,75.94
12994.png,42.28
14621.png,54.72
42303.png,18.33
24878.png,76.12
68176.png,90.74
55749.png,55.72
47478.png,84.83
29562.png,83.07
12843.png,75.23
47096.png,61.62
40661.png,33.72
40012.png,69.0
46020.png,75.0
15415.png,13.18
14601.png,56.68
69455.png,72.65
54599.png,73.48
63982.png,67.41
22122.png,88.7
03980.png,93.8
50944.png,73.17
52842.png,27.16
45366.png,48.73
07526.png,87.11
01380.png,63.24
36306.png,75.63
54863.png,64.47
47410.png,28.67
67488.png,61.31
69632.png,80.25
51173.png,81.86
69814.png,72.07
37673.png,47.95
42094.png,54.04
51577.png,64.35
37160.png,65.8
15627.png,33.53
24512.png,78.04
12306.png,82.86
13119.png,55.73
61843.png,72.86
18255.png,8.6
20693.png,65.39
62440.png,21.22
27281.png,65.37
06674.png,35.04
58041.png,60.13
17592.png,63.37
26095.png,53.54
46810.png,52.53
65470.png,79.84
19764.png,68.46
27540.png,46.82
49682.png,37.91
12384.png,72.52
00507.png,86.84
49230.png,43.88
66621.png,71.49
30463.png,84.09
50712.png,21.71
13873.png,83.5
51515.png,42.76
58387.png,61.11
54408.png,39.95
17130.png,27.5
28524.png,50.27
18251.png,66.4
32791.png,83.24
21190.png,7.79
48051.png,20.85
38886.png,77.71
61133.png,86.6
34631.png,85.17
34450.png,75.59
48186.png,66.13
05628.png,80.25
51283.png,52.29
10762.png,47.59
56542.png,9.02
34718.png,60.59
18817.png,75.98
27859.png,54.67
14217.png,82.71
66629.png,70.7
17297.png,55.11
20833.png,52.41
37581.png,89.34
63395.png,77.89
55620.png,83.67
52237.png,30.37
42543.png,73.57
45624.png,84.83
38380.png,62.06
24655.png,82.9
38989.png,81.17
16399.png,16.8
34635.png,64.61
64692.png,77.44
21980.png,84.16
07604.png,57.4
41632.png,76.08
38078.png,62.09
62069.png,12.16
61208.png,37.83
01347.png,35.75
02246.png,83.22
00916.png,81.58
21671.png,63.87
15507.png,48.93
59587.png,57.99
38514.png,66.29
38541.png,69.71
00669.png,58.59
09246.png,95.31
31101.png,45.44
32913.png,31.45
57771.png,51.82
47092.png,18.33
26405.png,33.98
39104.png,12.53
66244.png,36.18
07332.png,65.85
05499.png,47.14
39434.png,67.58
40817.png,32.71
68197.png,62.51
18159.png,51.99
46339.png,53.2
64840.png,49.46
34056.png,68.56
13330.png,13.48
43061.png,61.75
23050.png,69.03
15121.png,64.08
22487.png,45.92
65398.png,88.07
51552.png,57.63
00649.png,31.06
23863.png,62.05
00151.png,75.46
06446.png,79.67
55122.png,64.02
49930.png,71.44
23416.png,79.43
58608.png,45.55
04770.png,11.22
24271.png,62.17
28159.png,82.49
00688.png,85.29
36277.png,67.24
25904.png,86.67
35892.png,9.28
61040.png,90.77
24577.png,71.72
36160.png,27.79
41670.png,78.15
17202.png,74.57
16637.png,62.56
54491.png,55.45
32988.png,2.21
43823.png,47.54
17309.png,55.94
57303.png,72.88
07261.png,84.14
51520.png,70.19
52932.png,74.46
30657.png,84.2
07269.png,61.64
03431.png,81.68
24079.png,67.98
12802.png,71.74
04018.png,30.38
09898.png,79.81
56434.png,29.14
50647.png,6.6
02374.png,33.17
68219.png,57.35
58180.png,61.57
57444.png,83.51
55602.png,44.32
48835.png,88.99
24680.png,76.36
38667.png,67.24
16132.png,70.11
42170.png,78.28
52189.png,79.3
10833.png,70.26
42560.png,74.72
36688.png,42.59
24886.png,77.72
16270.png,9.51
11383.png,92.41
03082.png,23.98
02024.png,20.45
23653.png,6.91
54654.png,0.89
32839.png,38.06
29675.png,92.08
19823.png,63.15
35486.png,83.1
04239.png,73.78
47045.png,56.19
62942.png,41.3
49255.png,85.04
38550.png,73.76
03264.png,65.21
38736.png,65.79
37394.png,40.35
40469.png,63.31
63306.png,40.36
09753.png,41.77
23970.png,85.86
49396.png,81.16
00188.png,61.45
35420.png,67.26
39037.png,81.88
38245.png,91.57
62652.png,47.7
51484.png,55.47
61627.png,18.23
17442.png,21.66
26896.png,86.92
41578.png,70.21
48805.png,79.39
46393.png,14.16
68200.png,4.62
53880.png,73.93
21899.png,51.58
17362.png,91.31
27576.png,63.68
27194.png,46.53
32575.png,87.12
40268.png,72.52
25004.png,69.7
02402.png,66.59
29324.png,10.4
15743.png,49.97
46912.png,76.32
18096.png,35.77
56179.png,89.85
62858.png,61.38
07986.png,94.41
38444.png,43.02
06072.png,59.0
31904.png,51.66
58122.png,69.47
44458.png,39.81
05481.png,73.74
06015.png,54.14
68263.png,72.54
56504.png,64.38
27519.png,64.85
03838.png,57.04
04809.png,30.97
44281.png,43.84
07502.png,56.6
47713.png,66.69
59912.png,2.66
56335.png,32.56
26156.png,3.01
66478.png,55.31
17932.png,62.3
57137.png,75.31
51247.png,70.14
57360.png,39.08
45499.png,25.13
50837.png,72.69
55601.png,69.77
24821.png,36.98
44388.png,69.58
25299.png,91.46
14191.png,84.64
34597.png,80.01
22537.png,79.04
07137.png,40.81
60129.png,55.33
38456.png,79.09
12997.png,76.6
14865.png,5.8
57220.png,63.55
57799.png,56.56
45651.png,47.5
58780.png,33.42
48794.png,60.96
34382.png,71.85
68880.png,22.86
06274.png,75.85
40561.png,84.18
40127.png,80.17
41618.png,72.1
48607.png,40.0
08275.png,79.8
05737.png,57.86
10382.png,84.66
67810.png,62.93
09572.png,74.65
44434.png,66.34
27385.png,83.04
25668.png,32.9
44773.png,89.24
11438.png,64.62
29071.png,67.23
44084.png,71.68
31965.png,69.55
55916.png,64.51
46686.png,79.55
29338.png,67.6
38086.png,85.48
38439.png,90.37
36338.png,80.61
46272.png,37.83
22346.png,13.28
17235.png,76.51
33980.png,36.35
10767.png,42.85
05863.png,79.82
07328.png,82.89
41831.png,73.36
69378.png,79.08
55939.png,57.48
02729.png,42.36
58709.png,64.67
30927.png,52.31
56236.png,62.61
38847.png,86.52
06267.png,61.14
49541.png,43.5
58380.png,71.9
60268.png,73.78
18549.png,56.93
51556.png,25.08
41237.png,84.31
21720.png,54.12
49768.png,7.51
68221.png,57.28
11686.png,54.46
58060.png,85.4
13287.png,58.0
22938.png,84.55
48881.png,74.82
36288.png,85.72
20255.png,21.24
06201.png,47.5
01915.png,16.76
54966.png,66.9
16706.png,62.32
08365.png,75.63
26371.png,73.13
44047.png,22.57
42361.png,55.11
69880.png,60.04
43883.png,57.84
31602.png,45.93
37776.png,84.64
34201.png,52.82
56709.png,68.63
44292.png,63.67
59077.png,27.75
45507.png,63.41
12956.png,98.9
06908.png,73.46
49360.png,25.35
60549.png,53.64
51134.png,62.7
32144.png,74.2
16956.png,67.26
50023.png,57.76
30806.png,78.86
53528.png,54.01
56590.png,85.23
13228.png,66.32
56330.png,26.39
56516.png,55.52
04055.png,31.61
58185.png,72.6
64329.png,60.65
23438.png,67.58
21288.png,70.56
51122.png,77.27
54699.png,63.96
68378.png,28.93
59473.png,69.45
61205.png,86.74
62466.png,52.94
61744.png,61.89
20060.png,78.27
59644.png,70.53
58657.png,63.05
12157.png,62.49
30944.png,8.78
56815.png,86.9
12064.png,6.86
61233.png,56.42
21519.png,21.66
34456.png,66.45
48891.png,51.15
11281.png,76.63
04381.png,67.76
21642.png,61.9
39294.png,44.89
33793.png,53.59
46512.png,46.28
56954.png,81.37
08022.png,88.59
44851.png,25.99
17891.png,52.56
00867.png,29.05
37762.png,8.07
11462.png,81.67
61473.png,66.61
65203.png,63.31
31216.png,69.95
27389.png,12.47
43066.png,93.36
69190.png,58.7
06465.png,50.22
37873.png,70.48
59666.png,52.71
38306.png,60.64
04668.png,85.76
42357.png,87.64
09612.png,64.09
65679.png,89.68
11512.png,62.11
49180.png,48.49
08907.png,72.04
13101.png,34.39
56919.png,85.37
30674.png,31.95
52094.png,87.3
67165.png,80.28
33307.png,37.01
04533.png,77.02
01721.png,76.55
56157.png,38.3
14150.png,47.22
14654.png,80.47
68151.png,81.99
43480.png,48.51
03813.png,67.34
00980.png,80.31
02709.png,53.31
37831.png,88.94
61141.png,76.61
69107.png,74.67
26362.png,42.51
40594.png,50.22
43332.png,39.61
44155.png,83.93
12185.png,70.1
41305.png,17.23
63033.png,75.03
24710.png,73.32
06583.png,74.64
35774.png,84.91
55231.png,60.94
11834.png,12.96
43408.png,27.98
53548.png,14.02
09239.png,92.3
32703.png,50.45
69558.png,61.95
58443.png,64.81
43193.png,51.23
66193.png,68.44
62725.png,68.15
35717.png,71.3
17135.png,54.96
65404.png,45.11
10433.png,76.35
31963.png,49.81
36249.png,25.97
67455.png,28.23
54715.png,65.33
20025.png,89.14
29296.png,45.98
10262.png,57.64
28558.png,82.64
04273.png,96.17
11807.png,94.34
34806.png,67.51
31158.png,82.75
42811.png,79.78
52622.png,18.04
01407.png,92.27
20682.png,85.47
38882.png,59.56
05611.png,86.04
28653.png,54.69
19862.png,62.74
07948.png,74.91
00259.png,36.42
39562.png,89.17
40063.png,60.66
40205.png,33.86
13703.png,85.05
50277.png,31.7
27637.png,76.98
56559.png,29.86
41244.png,71.91
17347.png,71.87
51159.png,71.41
46105.png,9.14
27634.png,12.37
53095.png,3.46
25617.png,52.51
02879.png,83.0
29384.png,87.54
22466.png,85.8
41024.png,92.26
56984.png,61.3
36906.png,55.06
17365.png,83.08
50050.png,26.06
10699.png,65.75
09774.png,66.38
38764.png,27.3
05906.png,62.86
03060.png,63.4
21052.png,66.88
20080.png,67.47
39363.png,69.35
43109.png,63.6
29088.png,73.72
62601.png,78.7
57567.png,60.5
69334.png,55.86
64994.png,12.9
16549.png,89.9
21784.png,67.67
60087.png,79.25
46573.png,33.1
18291.png,60.44
05547.png,86.49
69884.png,42.4
46064.png,73.19
63393.png,56.98
63783.png,24.93
59509.png,69.76
17947.png,61.76
22154.png,51.39
56897.png,85.44
55534.png,40.75
42166.png,25.54
36011.png,83.05
36842.png,17.68
66309.png,66.55
07355.png,70.44
04729.png,59.03
06092.png,5.27
41057.png,56.54
20009.png,76.75
50088.png,33.73
24289.png,79.0
54277.png,86.24
22689.png,52.22
34473.png,71.55
08621.png,41.59
16180.png,44.96
69849.png,19.37
42738.png,85.34
47250.png,90.85
29409.png,24.59
50241.png,90.02
53755.png,55.97
32759.png,60.61
23770.png,26.2
66892.png,47.22
02317.png,88.24
28175.png,39.09
22018.png,81.42
42133.png,27.95
10936.png,37.71
09918.png,29.98
45306.png,76.56
10919.png,60.83
12470.png,81.13
14983.png,65.18
52420.png,56.35
51874.png,81.1
50726.png,6.71
31161.png,66.44
20609.png,68.32
00793.png,66.23
21823.png,66.25
20073.png,62.54
29028.png,71.82
69349.png,72.29
16223.png,43.89
51204.png,31.43
49550.png,74.85
33830.png,90.77
31838.png,82.38
43963.png,40.97
23516.png,68.77
28624.png,80.36
69786.png,80.8
67007.png,45.09
22927.png,66.92
06337.png,88.69
21520.png,27.51
23897.png,34.56
22835.png,53.17
68772.png,56.0
09321.png,60.12
47099.png,4.91
58874.png,76.05
16079.png,37.64
08770.png,29.03
59876.png,40.68
49861.png,42.89
09473.png,83.41
54749.png,40.89
14666.png,41.38
44213.png,75.7
60764.png,69.56
10877.png,61.12
61672.png,73.55
09489.png,75.4
12723.png,63.16
11950.png,3.21
17874.png,67.32
52492.png,66.75
51976.png,77.6
49384.png,22.46
53895.png,41.78
02536.png,95.22
42474.png,44.61
22405.png,46.57
38578.png,65.54
20435.png,68.31
29404.png,32.18
33816.png,73.78
19015.png,68.19
58453.png,77.61
64163.png,74.81
56069.png,9.4
15812.png,47.83
69438.png,74.64
21992.png,55.09
59419.png,83.03
42965.png,50.68
13076.png,65.92
25174.png,87.61
36246.png,80.2
55783.png,72.38
27198.png,74.98
31303.png,9.27
65575.png,73.17
23657.png,68.62
46223.png,80.03
64068.png,49.92
63782.png,81.95
46197.png,86.8
40524.png,59.71
08339.png,23.6
42381.png,54.64
14550.png,55.58
20301.png,40.54
29644.png,70.06
50667.png,22.41
04289.png,89.11
54031.png,81.21
63251.png,11.46
05758.png,62.09
54825.png,20.48
44709.png,76.29
63809.png,62.07
33405.png,25.88
37842.png,80.56
50752.png,73.22
17973.png,94.36
57316.png,51.95
15488.png,28.84
64273.png,27.05
61967.png,70.07
34240.png,69.14
24987.png,84.37
51636.png,68.29
05709.png,81.97
05218.png,96.36
29352.png,80.73
26479.png,13.49
13274.png,73.6
58258.png,30.46
21125.png,93.66
11585.png,89.59
29677.png,78.72
43195.png,66.87
40886.png,69.53
05775.png,59.88
34442.png,75.75
53112.png,61.91
56580.png,53.47
37858.png,77.53
67835.png,40.47
39790.png,59.43
18949.png,59.11
16445.png,64.44
06252.png,77.64
43474.png,88.21
66362.png,35.5
58552.png,82.69
60797.png,58.66
06228.png,65.92
03578.png,40.99
29463.png,66.27
19328.png,70.59
46048.png,62.06
08478.png,65.14
21552.png,95.84
05793.png,69.25
04417.png,49.41
59359.png,1.64
16681.png,55.88
61621.png,74.46
63407.png,73.44
46646.png,32.1
43811.png,74.74
00427.png,60.42
05347.png,68.19
63513.png,78.72
32712.png,94.73
30035.png,57.27
32023.png,8.61
68514.png,69.98
14257.png,69.6
57345.png,22.97
46845.png,74.99
68712.png,39.01
45801.png,37.51
35295.png,64.45
52855.png,98.0
28762.png,57.6
44735.png,90.88
23829.png,28.71
26493.png,42.07
62595.png,58.93
23457.png,21.42
03368.png,66.18
59620.png,75.53
52657.png,84.68
40437.png,92.69
06757.png,57.37
27933.png,73.17
45135.png,37.66
40145.png,57.55
51731.png,66.09
29631.png,8.83
50449.png,71.43
10049.png,64.88
46024.png,48.12
43368.png,24.0
55285.png,26.42
46899.png,45.63
68369.png,56.97
46722.png,87.43
25911.png,33.74
51902.png,46.04
04754.png,61.08
50577.png,85.72
53379.png,90.37
66646.png,34.95
52908.png,71.11
10696.png,43.7
47878.png,77.95
48440.png,89.34
53294.png,71.27
58924.png,56.73
23580.png,1.2
57240.png,75.41
57845.png,90.67
01203.png,90.35
56065.png,76.7
37033.png,84.44
55703.png,53.0
47877.png,91.54
60831.png,83.71
50749.png,58.98
22272.png,67.91
34500.png,94.25
03022.png,49.5
69440.png,48.95
18274.png,84.9
05843.png,61.8
21225.png,84.95
42171.png,70.76
07726.png,89.16
11147.png,89.81
00897.png,41.56
49926.png,54.5
00694.png,86.38
02083.png,49.91
33433.png,81.29
21369.png,32.57
38666.png,70.74
28325.png,36.3
43259.png,73.96
24978.png,28.34
05154.png,47.11
07105.png,73.72
00755.png,55.17
49643.png,82.63
14927.png,51.41
08268.png,47.86
44462.png,69.47
24186.png,34.3
06419.png,53.94
23788.png,23.34
20563.png,39.69
30560.png,57.92
24332.png,70.59
68475.png,92.11
19316.png,84.29
56959.png,81.63
31853.png,54.35
17804.png,92.73
04108.png,52.74
42019.png,30.4
42780.png,50.33
69065.png,81.82
41212.png,75.01
68105.png,80.6
22893.png,74.04
51623.png,75.95
30265.png,68.8
42879.png,59.63
38877.png,66.62
31292.png,27.76
30318.png,55.7
03873.png,18.46
45391.png,80.67
59779.png,72.78
43638.png,36.29
56360.png,57.84
39088.png,84.48
63388.png,53.97
11788.png,34.51
46100.png,43.73
38039.png,7.68
38628.png,69.54
23658.png,10.14
47130.png,69.69
01454.png,49.51
52210.png,62.46
43572.png,91.81
32394.png,4.99
37782.png,40.97
62505.png,61.89
21633.png,17.47
03232.png,72.46
13464.png,81.36
10487.png,39.1
55286.png,87.12
17063.png,79.98
04870.png,37.16
00904.png,71.13
01096.png,86.8
25269.png,65.53
35931.png,51.06
15471.png,76.75
54156.png,54.46
29254.png,64.68
65954.png,79.8
17549.png,25.63
57201.png,82.48
00957.png,56.53
42273.png,72.41
32801.png,81.08
40112.png,81.96
33269.png,53.25
35550.png,41.09
57620.png,93.15
29288.png,54.19
63845.png,69.15
21248.png,53.99
30379.png,77.16
11349.png,3.06
06323.png,53.24
31484.png,57.25
20575.png,71.04
29038.png,61.89
68842.png,37.22
17597.png,75.55
65072.png,39.33
05828.png,26.29
58082.png,57.79
37007.png,81.72
63941.png,88.45
39822.png,63.65
09610.png,89.13
50131.png,64.76
45258.png,21.75
45991.png,79.78
56933.png,81.75
17734.png,80.57
48714.png,67.82
31390.png,80.55
53720.png,58.46
31215.png,58.51
20608.png,27.53
25569.png,61.16
18936.png,20.61
11085.png,70.63
62816.png,14.25
07694.png,70.17
02798.png,57.74
22592.png,54.46
62719.png,45.72
15489.png,80.34
08168.png,56.39
68409.png,54.08
63753.png,55.79
49995.png,82.42
51440.png,53.88
61804.png,82.47
03789.png,34.2
45762.png,48.84
12762.png,90.98
52958.png,44.75
65047.png,79.26
69643.png,86.08
38099.png,74.8
04648.png,65.11
38115.png,52.54
17739.png,37.22
03723.png,23.12
07964.png,88.24
32534.png,64.85
15125.png,64.58
10508.png,19.02
26728.png,55.64
40808.png,74.68
42867.png,80.98
04028.png,90.55
61869.png,4.36
54916.png,67.68
06611.png,92.22
27580.png,87.43
59812.png,82.41
06492.png,49.75
34223.png,19.91
47775.png,51.82
69626.png,70.66
26157.png,72.31
27771.png,72.07
30913.png,57.74
68704.png,40.02
60583.png,81.96
11377.png,12.56
64144.png,57.6
42031.png,2.97
27009.png,4.55
44052.png,47.58
58751.png,84.86
55553.png,57.2
06853.png,77.95
23335.png,82.41
15713.png,50.89
31525.png,62.64
12864.png,42.43
41448.png,7.75
13721.png,52.42
01020.png,85.98
47732.png,67.38
16631.png,71.11
58152.png,45.4
50018.png,32.56
31267.png,86.57
46137.png,69.66
64443.png,87.22
53911.png,33.65
30552.png,62.42
35675.png,75.95
60405.png,72.02
69183.png,74.6
42536.png,85.91
37427.png,84.42
13744.png,35.31
54150.png,78.38
33647.png,46.53
54029.png,83.22
21688.png,86.32
46277.png,66.77
15215.png,20.57
21192.png,37.72
26448.png,60.93
69620.png,17.29
64878.png,85.33
57285.png,74.85
04933.png,36.41
36924.png,72.55
66655.png,47.3
05972.png,65.16
34936.png,51.86
39865.png,82.54
60176.png,88.65
63811.png,73.04
34828.png,62.9
60347.png,82.49
54550.png,46.13
30147.png,91.68
01940.png,61.38
09817.png,14.2
08300.png,69.44
36412.png,31.72
69589.png,80.09
46346.png,84.19
37203.png,26.28
59964.png,59.52
29065.png,63.01
51739.png,27.6
57396.png,80.02
13739.png,56.39
35251.png,63.79
30599.png,46.94
32064.png,58.79
14288.png,51.34
09646.png,79.38
11625.png,27.97
29967.png,67.01
54291.png,50.12
00453.png,22.53
59722.png,16.15
00039.png,15.73
69214.png,80.26
36110.png,84.38
43256.png,72.07
56589.png,62.08
17373.png,35.31
30745.png,48.5
58962.png,80.18
26507.png,69.16
36959.png,26.12
35744.png,47.87
18447.png,49.61
30950.png,81.71
24365.png,41.27
33699.png,64.24
68051.png,92.35
13693.png,69.94
24004.png,81.15
07882.png,49.62
65731.png,11.06
69324.png,67.83
35532.png,64.32
19503.png,62.48
33827.png,84.7
36002.png,83.65
02733.png,50.76
53967.png,56.01
55488.png,50.72
04384.png,81.61
11106.png,85.6
53129.png,64.29
61062.png,22.25
14281.png,21.2
17759.png,81.58
06264.png,64.37
52060.png,61.03
06855.png,70.18
31936.png,35.97
09030.png,85.05
54952.png,70.78
11559.png,70.11
45454.png,62.84
20741.png,77.51
30519.png,32.91
38385.png,50.58
42099.png,72.13
62589.png,10.58
61449.png,73.98
58487.png,52.41
62470.png,47.93
67831.png,47.81
39588.png,93.87
40048.png,72.34
20937.png,85.1
04997.png,43.81
55732.png,66.8
01164.png,76.37
25620.png,98.57
23258.png,33.02
02073.png,63.87
18669.png,60.86
60653.png,52.7
59160.png,55.13
13325.png,21.47
33052.png,70.2
51295.png,53.58
42388.png,16.39
05357.png,67.35
32985.png,57.84
69053.png,94.95
08966.png,58.02
30402.png,73.0
35760.png,56.33
42955.png,24.39
58704.png,63.51
54953.png,22.74
54939.png,82.82
35324.png,4.12
20671.png,68.64
55624.png,6.52
54694.png,32.22
66047.png,51.72
16494.png,85.78
00943.png,93.14
54004.png,84.24
43050.png,15.45
19482.png,42.1
32982.png,25.36
60650.png,78.03
06743.png,79.63
44703.png,71.2
00217.png,58.7
38830.png,73.55
64812.png,61.81
13988.png,47.98
14027.png,23.04
14102.png,64.44
37580.png,11.2
55737.png,50.15
57546.png,59.47
66429.png,57.65
28593.png,64.74
47406.png,86.2
45404.png,70.73
47310.png,60.25
57136.png,60.01
36839.png,99.07
30342.png,91.29
49460.png,45.7
39877.png,38.77
69608.png,55.0
19661.png,31.87
56538.png,82.0
02486.png,36.82
26144.png,32.53
39540.png,91.08
43373.png,68.86
09060.png,23.53
03847.png,33.59
61505.png,83.51
55344.png,36.23
09413.png,78.21
37567.png,65.68
00019.png,71.41
07016.png,53.11
61090.png,76.0
35981.png,72.38
29870.png,59.84
05842.png,70.36
29583.png,7.65
27361.png,63.27
05982.png,80.64
45814.png,69.32
48588.png,37.81
43177.png,18.15
65854.png,36.79
20361.png,59.3
58624.png,6.8
00887.png,85.51
37124.png,46.41
33190.png,12.28
14535.png,86.42
18177.png,83.31
63527.png,57.48
41956.png,66.4
24752.png,74.49
45082.png,79.88
50040.png,63.17
42591.png,69.07
31660.png,38.05
60793.png,44.11
26749.png,5.6
17324.png,80.08
26684.png,52.74
39687.png,59.9
26678.png,61.4
07125.png,39.48
14843.png,81.14
51784.png,89.72
08108.png,70.13
50249.png,64.36
29333.png,81.29
